PRODUCT_NAME,BRAND,REVIEW_DATE,RATING_BY_CUSTOMER,REVIEW_TITLE,REVIEW_TEXT,PRODUCT_RATING,TOTAL_REVIEW,LIKES,DISLIKES,SIZE,PACK_COUNT
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 20 count, with Bubble Bed Technology for comfort",huggies,06-08-22,1,Worst,"I have received damaged products, many of the items are torn. Its not leak proof,its not at all soft. Really bad experience and on top of that I received only 8 items instead of 9 as I ordered.Total waste of money",4,288,0,0,Small,20
"Huggies Complete Comfort Wonder Pants Small (S) Size Baby Diaper Pants, 86 count, with 5 in 1 Comfort",huggies,06-08-22,5,It's perfect ??,Very comfortable and easy,4.2,2096,0,0,Small,86
"Huggies Complete Comfort Wonder Pants, Double Extra Large (XXL) Size Baby Diaper Pants, (24 count) with 5 in 1 Comfort",huggies,06-08-22,5,Good,Good,4.2,1031,0,0,Double Extra Large,24
Huggies Extra Small / New Born (XS / NB) Tape Baby Diapers (72 Count),huggies,06-08-22,1,It's a fake product,"It is a fake product for sure.. more than half of the diapers were faulty , either they did not observe or the tape were coming off.. I am damn sure it's a fake product, it even gave rashes to my baby",4.2,969,0,0,XS/NB,72
Huggies Extra Small / New Born (XS / NB) Tape Baby Diapers (72 Count),huggies,06-08-22,1,The quality is very bad,The media could not be loaded.                ï¿½Leakage problem and quality is too bas i purchase always the same product but this last packet is bad please solve,4.2,969,0,0,XS/NB,72
Huggies Extra Small / New Born (XS / NB) Tape Baby Diapers (72 Count),huggies,06-08-22,5,Good,Good,4.2,969,0,0,XS/NB,72
"Huggies Complete Comfort Wonder Pants Medium (M) Size Baby Diaper Pants Monthly Pack, 152 count, with 5 in 1 Comfort",huggies,06-08-22,5,Huggies,Good quality product,4.2,1823,0,0,Medium,152
"Huggies Nature Care Pants, Small (S) Size Baby Diaper Pants, 82 Count, Natureï¿½s gentle protection with organic cotton",huggies,06-08-22,2,Fine elastic is exposed,This time delivered defective diapers....,4.2,217,0,0,Small,82
"Huggies Complete Comfort Wonder Pants, Large (L) Size Baby Diaper Pants, Combo Pack of 2, 42 count Per Pack, (84 count) with 5 in 1 Comfort",huggies,06-08-22,1,Incomplete item,Only one peket was sending and one peket is missing is not good suply,4.3,314,0,0,Large,84
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,06-08-22,1,Horrible. Don't buy. Waste of money.,Really very very bad product,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,06-08-22,1,It leaks and don't absorb,Shameful for such a big brand. I have thrown it all.,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,05-08-22,1,very poor quality. size is not as mentioned.,I buy Huggies products for kids regularly. But this buy is very poor quality. Also size is not as mentioned.,3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,05-08-22,1,Dont buy waste of money poor quality,Poor quality,3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,05-08-22,5,Good,Like,3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,05-08-22,2,Leaks in 3-4 hours,"Not good than bubble bed. This new product is not comfortable and does not have good absorption, it leaks in 3-4 hours only whereas bubble bed is absolutely fine even after 10 hours.",3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,05-08-22,1,"Product not good, I don't expect this type low quality products a branded company",Materials too thin,3.1,222,0,0,Medium,76
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,05-08-22,1,Worst product,Absorbency is very bad... Ashame for Huggies brand,3.1,112,0,0,XL,56
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,05-08-22,5,Good quality diaper pants,Huggins daiper pants is my favorite brand for my baby pants are total leak proof and comfortable for my baby go for buy it thanks Amazon,3.1,112,0,0,XL,56
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,05-08-22,1,Please donï¿½t buy it.It is a leaking diaper.only few pees are hold.,This is fastly become leak.it is soft inside.but not usable.,4,1274,0,0,Small,36
"Huggies Premium Soft Pants, Medium (M) size baby diaper pants, 62 count",huggies,05-08-22,5,Great,Very soft,4.1,257,0,0,Medium,62
"Huggies Complete Comfort Wonder Pants, Large (L) Size Baby Diaper Pants, (64 count) with 5 in 1 Comfort",huggies,05-08-22,5,Only L size supply me. I Order XL size Hagies,It is not useful for my child.,4.2,2169,0,0,Large,64
"Huggies Complete Comfort Wonder Pants, Medium (M) Size Baby Diaper Pants, 50 count, with 5 in 1 Comfort",huggies,05-08-22,3,Not so great,It leaks very soon. Didnï¿½t like the product.,4.2,191,0,0,Medium,50
"Huggies Nature Care Pants, Monthly Pack, Extra Large (XL) Size Baby Diaper Pants, 80 Count, Natureï¿½s gentle protection with organic cotton",huggies,05-08-22,5,Nice Product,Recommended from day 1,4.2,4,0,0,XL,80
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,05-08-22,5,Nice product,Nice quality product. Worth of money.,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants Extra Large (XL) Size Baby Diaper Pants, 56 count, with 5 in 1 Comfort",huggies,05-08-22,4,Excellent,Excellent as expected,4.3,1178,0,0,XL,56
"Kotex Overnight Period Panties (Medium/Large size, pack of 10 panties) for heavy flow period protection | with 360 degree anti-leakageï¿½ design & airy-soft fabric | 1 panty = ~3 regular pads",kotex,05-08-22,5,Packaging issue,i like the product but seller should pack such products. Many times this has happened from the seller end. kindly Look into this matter Mr.Seller,4.4,297,0,0,M/L,10
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Small (S) size baby diaper pants, 86 count",huggies,04-08-22,1,Very bad quality,"Very bad quality,over flow hoye jay 3-4 hrs",3.1,77,0,0,Small,86
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Small (S) size baby diaper pants, 86 count",huggies,04-08-22,5,Wonder pants are like wow,Awesome product. Huggies is always best. This one is also febulous. Easy to use. Safe for baby. No leakage. No smell. Always baby feel dry and comfort.,3.1,77,0,0,Small,86
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,04-08-22,1,"BAD PRODUCT , SIZE NOT CORRECT , SOFTNESS BAD , NOT SAME LIKE OTHER HUGGIES PANTS.","BAD PRODUCT , SIZE NOT CORRECT , SOFTNESS BAD , NOT SAME LIKE OTHER HUGGIES PANTS.",3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,04-08-22,1,"Too tight, Not as normal Huggies XL size.","Normal huggies i usually buy XL size, this also i purchased the same size but it is tight for my baby, I couldn't return it is opened now",3.1,112,0,0,XL,56
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,04-08-22,3,New version of Huggies is of Low in quality,New version of Huggies is of lesser quality compared to previous one. Wonder pant is very thin and Absorbency is low due to which lot of leakage is happening. I wish the quality should be improved.,3.1,222,0,0,Medium,76
"Huggies Dry Pants, Medium (M) Size Baby Diaper Pants, 28 count, with Bubble Bed Technology for comfort",huggies,04-08-22,1,Dose not last all night. Only good for 2 to 3 hours,It leaks very fast,4,309,0,0,Medium,28
"Huggies Dry Pants, Large (L) Size Baby Diaper Pants, 21 count, with Bubble Bed Technology for comfort",huggies,04-08-22,3,Size is small,Size is small for 9-14 kg..it leaks.,4,61,0,0,Large,21
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,04-08-22,1,fake product,product deliverd is not genuine and is of poor quality... it does not absorb and leak within an hour,4,1274,0,0,Small,36
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,04-08-22,1,Bakwas product,"very low absorption capacity, poor elastic, leakage was main concern",4,1274,0,0,Small,36
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,04-08-22,4,Not so good,Not that much soft for new born babies,4,1274,0,0,Small,36
"Huggies Wonder Pants Extra Large (XL) Size Baby Diaper Pants Monthly Pack, with Bubble Bed Technology for comfort, (12.0 kg - 17.0 kg) (112 count)",huggies,04-08-22,5,Reliable as always,Best product for this price,4.2,782,0,0,XL,112
"Huggies Complete Comfort Wonder Pants Large (L) Size Baby Diaper Pants Sumo Pack, 192 count, with 5 in 1 Comfort",huggies,04-08-22,5,Baby diapers,A good product,4.2,245,0,0,Large,192
"Huggies Complete Comfort Wonder Pants, Small (S) Size Baby Diaper Pants, (56 count) with 5 in 1 Comfort",huggies,04-08-22,4,This very good,This very good . And iam order to combo ofer today deliverd that but itï¿½s come only one pack 56 pads .i think that problem of amazon delivery ??,4.2,66,2,0,Small,56
"Huggies Nature Care Pants, Small (S) Size Baby Diaper Pants, 82 Count, Natureï¿½s gentle protection with organic cotton",huggies,04-08-22,5,It's comfortable for baby,"It is soft and anti rash that makes baby comfortable but absorbance and leak proof is not enough as it is pure cotton snuggy get wets fastly, somehow it's good for baby bcoz they won't be infected due to often change of diaper....overall it's recommended.",4.2,217,0,0,Small,82
"Huggies Nature Care Pants, Monthly Pack, Large (L) Size Baby Diaper Pants, 104 Count, Natureï¿½s gentle protection with organic cotton",huggies,04-08-22,5,Pants are so soft. Good to go.,"It's a good absorber. I make my baby wear it entire night, haven't seen any leakage. I am using this product from last one year. My baby feels comfortable wearing it.",4.2,66,0,0,Large,104
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, (24 count) with 5 in 1 Comfort",huggies,04-08-22,3,value for money,value for money product at value for money productvalue for money product value for money product value for money product,4.3,2349,0,0,XS/NB,24
"Huggies Complete Comfort Wonder Pants Extra Large (XL) Size Baby Diaper Pants, 56 count, with 5 in 1 Comfort",huggies,04-08-22,3,Good,Good,4.3,1178,0,0,XL,56
"Huggies Complete Comfort Wonder Pants, Large (L) Size Baby Diaper Pants, Combo Pack of 2, 42 count Per Pack, (84 count) with 5 in 1 Comfort",huggies,04-08-22,1,Worst quality Amazon must refund my money,Disaster quality was very very poor,4.3,314,0,0,Large,84
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,04-08-22,4,Good,Super,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,04-08-22,5,Quality,Quality is good,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,03-08-22,1,Waste of money,Isse accha toh luvlap ka product hai size me bhi aur holding bhi isse bahut batter hai.paise kharab hue isse lekar,3.1,222,0,0,Medium,76
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,03-08-22,1,Bad product,Absorb very less and leaks at nightBad product,3.1,112,0,0,XL,56
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,03-08-22,1,Selling old stock defective diapers.....,This is cheating.i had used huggies before.but in this new pack they are selling the old stock diapers with manufacturing defect.it soaks to n urine and urine flows out through diaper.not suitable for night use at all...very bad quality too...,3.1,222,0,0,Medium,76
Huggies New Dry Small Size Diapers for Babies (36 Counts),huggies,03-08-22,1,Total waste of money,The media could not be loaded.                ï¿½The size is too small. I am using upto 5kg. Which is bigger than this. It's not covered properly. At the back side lots of space is there. Total waste of money. Not expected from Huggies.,3.9,673,0,0,Small,36
"Huggies Dry Pants, Large (L) Size Baby Diaper Pants, 21 count, with Bubble Bed Technology for comfort",huggies,03-08-22,2,Rashes started on skin,Rashes started on baby skin after one use.I think wonder pants is better than dry pants.,4,61,0,0,Large,21
"Huggies Premium Soft Pants, Medium (M) size baby diaper pants, 62 count",huggies,03-08-22,1,Worthless diapers,"I bought this diaper set as the organic cotton diaper from huggies were not available and there i did the blunder. My baby started having rashes on her genital area. And also it does not absorb the liquid, it even wet her clothes at night",4.1,257,0,0,Medium,62
"Huggies Premium Soft Pants, Extra Small / New Born (XS / NB) size newborn baby diaper pants, 90 count",huggies,03-08-22,5,Great product,Very soft and Keeps the baby dry.,4.1,134,0,0,XS/NB,90
"Huggies Complete Comfort Wonder Pants, Medium (M) Size Baby Diaper Pants, 50 count, with 5 in 1 Comfort",huggies,03-08-22,1,Dont buy,Worst worst worst ever.....product....it absorbed 1 to 2 urine ..more urine will leaked  ..my baby  on wet diPer..absorb on front side....only...middle and back side unwetted....and anotherbig issue is.. cotton sopnge are attached on my baby skin like dustyy,4.2,191,0,0,Medium,50
"Huggies Nature Care Pants, Large (L) Size Baby Diaper Pants, 52 Count, Natureï¿½s gentle protection with organic cotton",huggies,03-08-22,1,Urine leakage from it so I am very unsatisfied with this product,Urine leakage from it so I am very unsatisfied with this product,4.2,99,0,0,Large,52
"Huggies Complete Comfort Wonder Pants Small (S) Size Baby Diaper Pants, 86 count, with 5 in 1 Comfort",huggies,03-08-22,1,Not worth it. disappointed .,Tried for first time after using Pampers and Luvlap. But Huggies did not win this. It leaks in no time and have to change diapers in lesser time.It leaks very faster.,4.2,2096,0,0,Small,86
"Huggies Complete Comfort Wonder Pants Small (S) Size Baby Diaper Pants, 86 count, with 5 in 1 Comfort",huggies,03-08-22,1,It was too too too too thin like a tissue paper Waste of money .leakages on bed . Worst . Dont buy,"It was like a tissue paper , diaper can be worn by baby only for 1 hour",4.2,2096,0,0,Small,86
"Huggies Nature Care Pants, Extra Large (XL) Size Baby Diaper Pants, 40 Count, Natureï¿½s gentle protection with organic cotton",huggies,03-08-22,5,Nice,Most powerful,4.2,10,0,0,XL,40
"Huggies Extra Small / New Born Baby (XS / NB) Tape Diapers Combo Pack of 2, 22 Counts Per Pack (44 Pieces)",huggies,03-08-22,5,Very very comfortable for baby,Very very very nice product bahot hi soft hai bacche ko koi bhi problem nahi hoti leakage bhi nahi hoti kafi comfortable hai please buy it,4.2,356,0,0,XS/NB,44
Huggies Extra Small / New Born (XS / NB) Tape Baby Diapers (72 Count),huggies,03-08-22,2,Fake product,"The product received is fake as no wetness indicator in the diaper, also low quality.",4.2,969,0,0,XS/NB,72
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, (90 count) with 5 in 1 Comfort",huggies,03-08-22,5,Nice Product,Nice Product ??,4.3,680,0,0,XS/NB,90
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,03-08-22,1,Its not worthable,Leak proof is not good & very thin,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants, Large (L) Size Baby Diaper Pants, Combo Pack of 2, 42 count Per Pack, (84 count) with 5 in 1 Comfort",huggies,03-08-22,1,Received damaged product,"DAMAGED PRODUCT RECEIVEDJust received Huggies diaper packet and 2nd time its ï¿½DAMAGEDï¿½ , this was my last order from Amazon, thank you Amazon and good by.",4.3,314,0,0,Large,84
"Kotex Overnight Period Panties (Medium/Large size, pack of 2 panties) for heavy flow period protection | with 360 degree anti-leakageï¿½ design & airy-soft fabric | 1 panty = ~3 regular pads",kotex,03-08-22,5,Good product,Good product,4.4,95,0,0,M/L,2
"Kotex Overnight Period Panties (Medium/Large size, pack of 10 panties) for heavy flow period protection | with 360 degree anti-leakageï¿½ design & airy-soft fabric | 1 panty = ~3 regular pads",kotex,03-08-22,5,Good one,"These period panties are super soft, easy to wear and also we can use post deliveryI recommend to new moms.. can go for it",4.4,297,0,0,M/L,10
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,02-08-22,5,Thank you Huggies,"Super absorbent quality. I m impressed. My kid is sleeping whole night without disturbance. This is The best diapers on the market, and the quality is amazing good, this diapers are very soft and delicate for my baby skin. Its Fit a quite comfortable and the perfect one for preemie babies. This diaper is rash free system so its protects babyï¿½s skin form diaper rashes and ensures full safety. And the most important thing is that it has a great price too. So any one can afford this product...must buy this product...Thank you Huggies",3.1,112,0,0,XL,56
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,02-08-22,1,Worst product,Wast Product does not absorb long time and it will start leaking in short duration,3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,02-08-22,1,"Duplicate product doesn't soak, don't buy",Product is totally waste.. 3rd class and very poor quality,3.1,166,0,0,Large,64
"Huggies New Dry Medium Size Diapers, (5.0 kg - 11.0 kg) (30 count )",huggies,02-08-22,1,I am really un satisfied with this product . Bad quality,Quality is really bad..,3.9,593,0,0,Medium,30
"Huggies Dry Pants, Medium (M) Size Baby Diaper Pants, 28 count, with Bubble Bed Technology for comfort",huggies,02-08-22,1,This dry pants are very small than tha actual product size it is very small like for new born baby,The media could not be loaded.                ï¿½This dry pants are very small than tha actual product size it is very small like for new born baby,4,309,0,0,Medium,28
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,02-08-22,5,Good product,Good one,4,1274,0,0,Small,36
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,02-08-22,3,It is just ok,Nice product,4,1274,0,0,Small,36
"Huggies Premium Soft Pants, Extra Small / New Born (XS / NB) size newborn baby diaper pants, 90 count",huggies,02-08-22,5,Good and Premium quality of pants for new born,"Good and Premium quality of pants for newborns, I am personally using it for my daughter. its good",4.1,134,0,0,XS/NB,90
"Huggies Premium Soft Pants, Extra Small / New Born (XS / NB) size newborn baby diaper pants, 90 count",huggies,02-08-22,5,Good product,Good,4.1,134,0,0,XS/NB,90
"Huggies Premium Soft Pants, Small (S) size baby diaper pants, 82 count",huggies,02-08-22,1,leak problem,it leaks alotttdiapers are soft and quality is good bt it leaks alott,4.1,150,0,0,Small,82
"Huggies Premium Soft Pants, Medium (M) size baby diaper pants, 22 count",huggies,02-08-22,1,Premium my foot,Sole purpose of diaper product is to avoid leakage and absorb. This looks like designer diaper but lacks basic function of diaper.Product test and quality people should be fired right away and product should be off selved.,4.1,190,0,0,Medium,22
"Huggies Wonder Pants Medium (M) Size Baby Diaper Pants, with Bubble Bed Technology for comfort, (7.0 kg - 12.0 kg) (38 count)",huggies,02-08-22,1,quality is too bad,not much absorbent and worst product not too much soft as premium diapers,4.2,280,0,0,Medium,38
"Huggies Nature Care Pants, Large (L) Size Baby Diaper Pants, 17 Count, Natures gentle protection with organic cotton",huggies,02-08-22,2,Diaper was sticky in the elastic area.,Daiper was sticky in the elastic area,4.2,205,0,0,Large,17
"Huggies Complete Comfort Wonder Pants, Small (S) Size Baby Diaper Pants, (56 count) with 5 in 1 Comfort",huggies,02-08-22,5,Good,Good,4.2,66,0,0,Small,56
Huggies Extra Small / New Born (XS / NB) Tape Baby Diapers (72 Count),huggies,02-08-22,1,Dublicate Products,Dont Buy a product that is defective / dublicateBeby gets a lot rashes due after wearing it,4.2,969,0,0,XS/NB,72
Huggies Nature Care Baby Wipes - Plant Based with Aloe Vera & Calendula (72 x 3 Count),huggies,02-08-22,4,Good product,Good product from huggies,4.2,215,0,0,Wipes,216
Huggies Nature Care Baby Wipes - Plant Based with Aloe Vera & Calendula (72 x 1 Count),huggies,02-08-22,5,smooth and clean,"Good quality and reasonable price. Happy with my purchase, SO soft, like so much softer than most other brands, really leave my baby skin smooth and clean",4.2,526,0,0,Wipes,72
"Huggies Complete Comfort Wonder Pants, Large (L) Size Baby Diaper Pants, (64 count) with 5 in 1 Comfort",huggies,02-08-22,1,Worst diapers! Not at all leak proof !,Leaks in a matter of 2 hours ! No indicator for fullness ! Worst brand ever to try!,4.2,2169,0,0,Large,64
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,02-08-22,5,i have been buying this for 2 yrs...but this time 2000 went waste... defective product,i have been buying this for 2 yrs...but this time 2000 went waste... defective product,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, (24 count) with 5 in 1 Comfort",huggies,02-08-22,1,Bad quality,It's leaking. No comfort for baby. Bad quality and not worth the money . Don't waste your money. No softness.,4.3,2349,0,0,XS/NB,24
"Huggies Complete Comfort Wonder Pants Medium (M) Size Baby Diaper Pants Monthly Pack, 152 count, with 5 in 1 Comfort",huggies,02-08-22,5,Good ?? ??,Good ?? ?? ??,4.3,1823,0,0,Medium,152
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, (90 count) with 5 in 1 Comfort",huggies,02-08-22,1,Leakage problem,It works only for 2 to 3 hours only,4.3,680,0,0,XS/NB,90
Kotex Women's Cotton Bikini Style Underwear (Pack of 1) (10026769_Pink_M),kotex,02-08-22,4,Perfect for night,It's really work so nice..it's comfortable and leak Proof specially during night time.Covers 360 ï¿½,4.4,20,0,0,S/M,4
Kotex Women's Cotton Bikini Style Underwear (Pack of 1) (10026769_Pink_M),kotex,02-08-22,5,Wonderful,"These panties are soft that they don't produce rashes to my skin, best one for night, it is very soft and easy to wear and best for girls with heavy flow.",4.5,20,0,0,S/M,4
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Small (S) size baby diaper pants, 86 count",huggies,01-08-22,5,Leakage problem,"I am writing this review after using 10 days, there is leakage problem, also quality is not like other product. Not like the product",3.1,77,0,0,Small,86
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Small (S) size baby diaper pants, 86 count",huggies,01-08-22,4,Useful,It sometimes causes leakage during night and also is wet for hands during night time.,3.1,77,0,0,Small,86
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,01-08-22,5,Super absorbent and leak proof,The huggies diapers are so good and are so comfortable for your little ones.It is good absorbent and are leak proof and have a very nice elastic which is not harsh on our childï¿½s skin.Go for ti.,3.1,112,0,0,XL,56
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,01-08-22,1,"Leakage, looks like too old or expired, it get tore if strech a bit also.",We use diaper only in night but it smells a lot due to leakage and even diaper condition looks like to old..and even baby is not feeling comfortable while sleeping due to leakage.,3.1,222,0,0,Medium,76
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,01-08-22,1,waste of money,Waste of money,3.1,222,0,0,Medium,76
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,01-08-22,1,Every diaper in this pack is leaking.,Every diaper has problem in this pack. My baby is waking up in middle of his sleep and crying due to this. I have changed many bed sheets in one day. Very dissatisfied with this new pack.,3.1,112,0,0,XL,56
"Huggies New Dry Medium Size Diapers for Babies, M Size - (60 Counts)",huggies,01-08-22,1,Don't like it,Not pant diapers,3.9,1662,0,0,Medium,60
"Huggies Dry Pants, Medium (M) Size Baby Diaper Pants, 28 count, with Bubble Bed Technology for comfort",huggies,01-08-22,5,Very good,Nice product,4,309,0,0,Medium,28
"Huggies Dry Pants, Medium (M) Size Baby Diaper Pants, 28 count, with Bubble Bed Technology for comfort",huggies,01-08-22,4,Good product,Its a good and value for money product,4,309,0,0,Medium,28
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 36 count, with Bubble Bed Technology for comfort",huggies,01-08-22,5,Good,All good as usual but this time delivery delayed by 5 days.. At the time of purchased it was showing tomorrow.. However it was delivered after 6 days,4,1274,0,0,Small,36
Huggies Nature Care Baby Wipes - Plant Based with Aloe Vera & Calendula (72 x 1 Count),huggies,01-08-22,2,??,Very rough on skin my baby got rashes,4.2,526,0,0,Wipes,72
"Huggies Complete Comfort Wonder Pants Large (L) Size Baby Diaper Pants Sumo Pack, 192 count, with 5 in 1 Comfort",huggies,01-08-22,5,Packaging is not good at this time,"I have ordered 192 pcs. of Huggies Wonder pants. Every time I received tese quantity in a very well package carton. This time I receive 3 packets individually. At the time of order, it is seen that this item is packaged in carton but receive without carton.",4.2,245,0,0,Large,192
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, (90 count) with 5 in 1 Comfort",huggies,01-08-22,5,??,??,4.3,680,0,0,XS/NB,90
"Huggies Complete Comfort Wonder Pants Small (S) Size Baby Diaper Pants, 86 count, with 5 in 1 Comfort",huggies,01-08-22,5,Value for money,Value for money,4.3,2096,0,0,Small,86
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, (24 count) with 5 in 1 Comfort",huggies,01-08-22,1,I have ordered 5 packs but I got only 4 packs,The media could not be loaded.                ï¿½The pack is opened one side & twisted inside after seeing this i got only 4 packs,4.3,2349,0,0,XS/NB,24
"Huggies Complete Comfort Wonder Pants, Extra Small (XS) Size Baby Diaper Pants, Combo Pack of 2, 24 count Per Pack, (48 count) with 5 in 1 Comfort",huggies,01-08-22,5,Good and valuable product,Good product,4.3,1659,0,0,XS/NB,48
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Extra Large (XL) size baby diaper pants, 56 count",huggies,31-07-22,5,Love this product,Softness is very good and the its absorb well as no leakage at all. Previously my baby used the normal huggies wonder pants but tried this new with aloe vera recently and found it great so decided to swap and continue using this for my baby.,3.1,112,0,0,XL,56
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Medium (M) size baby diaper pants, 76 count",huggies,31-07-22,1,Dameg h,No,3.1,222,0,0,Medium,76
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,31-07-22,1,Sooo bad,"Don't buy it , it's so bad",3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,31-07-22,5,Good ??,Nice product all thing is good,3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,31-07-22,1,Don't buy this product.,Worst product in baby care. I've been using this product from past 15-20 days n daily it's leaking can't even use for 2 hrs within first baby urination it gets full.,3.1,166,0,0,Large,64
"Huggies Complete Comfort Wonder Pants with Aloe Vera, Large (L) size baby diaper pants, 64 count",huggies,31-07-22,1,Leaking,Leaking,3.1,166,0,0,Large,64
"Huggies New Dry Small (S) Size Diapers for Babies, Combo Pack of 2, 36 Counts Per Pack (72 Counts)",huggies,31-07-22,1,Too bad,No softness my baby got rashes all over his waist don't buy it,3.9,133,0,0,Small,72
"Huggies Dry Pants, Small (S) Size Baby Diaper Pants, 20 count, with Bubble Bed Technology for comfort",huggies,31-07-22,3,"Light, Comfortable but not long lasting",The product looks promising but leaks and has to be replaced in 2-3 hours in rainy season ...,4,288,0,0,Small,20
